Point_ID,Neighbor_ID,rate,cgcs_x,cgcs_y,rate_neighbor,cgcs_x_neighbor,cgcs_y_neighbor
2973.0,2593.0,1.0,399207.86039999966,3387391.0770999994,0.423076923076923,397241.74189999973,3386823.012599999
44.0,2847.0,0.297297297297297,401798.3458000002,3383439.238399999,0.306122448979592,402048.4941999996,3383349.2299000006
1042.0,2847.0,0.5,402172.0617000004,3382676.9583,0.306122448979592,402048.4941999996,3383349.2299000006
1098.0,2847.0,0.944444444444444,401946.6575999996,3382294.7095,0.306122448979592,402048.4941999996,3383349.2299000006
2017.0,2847.0,0.5,401412.78899999993,3383773.4987000003,0.306122448979592,402048.4941999996,3383349.2299000006
44.0,2017.0,0.297297297297297,401798.3458000002,3383439.238399999,0.5,401412.78899999993,3383773.4987000003
436.0,2017.0,0.0,401313.9342,3384528.2776,0.5,401412.78899999993,3383773.4987000003
710.0,2017.0,1.0,400888.7736999998,3383198.0187,0.5,401412.78899999993,3383773.4987000003
1825.0,2017.0,0.0,401298.17200000025,3383769.2524,0.5,401412.78899999993,3383773.4987000003
2847.0,2017.0,0.306122448979592,402048.4941999996,3383349.2299000006,0.5,401412.78899999993,3383773.4987000003
2895.0,2017.0,0.071428571428571,401300.3399999999,3383766.2469999995,0.5,401412.78899999993,3383773.4987000003
44.0,2895.0,0.297297297297297,401798.3458000002,3383439.238399999,0.071428571428571,401300.3399999999,3383766.2469999995
436.0,2895.0,0.0,401313.9342,3384528.2776,0.071428571428571,401300.3399999999,3383766.2469999995
710.0,2895.0,1.0,400888.7736999998,3383198.0187,0.071428571428571,401300.3399999999,3383766.2469999995
1825.0,2895.0,0.0,401298.17200000025,3383769.2524,0.071428571428571,401300.3399999999,3383766.2469999995
2017.0,2895.0,0.5,401412.78899999993,3383773.4987000003,0.071428571428571,401300.3399999999,3383766.2469999995
2847.0,2895.0,0.306122448979592,402048.4941999996,3383349.2299000006,0.071428571428571,401300.3399999999,3383766.2469999995
44.0,1825.0,0.297297297297297,401798.3458000002,3383439.238399999,0.0,401298.17200000025,3383769.2524
436.0,1825.0,0.0,401313.9342,3384528.2776,0.0,401298.17200000025,3383769.2524
710.0,1825.0,1.0,400888.7736999998,3383198.0187,0.0,401298.17200000025,3383769.2524
2017.0,1825.0,0.5,401412.78899999993,3383773.4987000003,0.0,401298.17200000025,3383769.2524
2847.0,1825.0,0.306122448979592,402048.4941999996,3383349.2299000006,0.0,401298.17200000025,3383769.2524
2895.0,1825.0,0.071428571428571,401300.3399999999,3383766.2469999995,0.0,401298.17200000025,3383769.2524
44.0,1042.0,0.297297297297297,401798.3458000002,3383439.238399999,0.5,402172.0617000004,3382676.9583
1098.0,1042.0,0.944444444444444,401946.6575999996,3382294.7095,0.5,402172.0617000004,3382676.9583
1638.0,1042.0,0.895833333333333,402120.05219999986,3382065.2759000007,0.5,402172.0617000004,3382676.9583
2847.0,1042.0,0.306122448979592,402048.4941999996,3383349.2299000006,0.5,402172.0617000004,3382676.9583
46.0,338.0,0.0,403299.57120000006,3374017.4922,0.75,405066.5236999998,3373124.2184
1588.0,338.0,0.0,407331.28770000016,3369560.3662,0.75,405066.5236999998,3373124.2184
2071.0,338.0,0.8,406233.8682000004,3373742.8922000006,0.75,405066.5236999998,3373124.2184
2701.0,338.0,1.0,406094.1628,3372386.2508000005,0.75,405066.5236999998,3373124.2184
46.0,40.0,0.0,403299.57120000006,3374017.4922,0.25,403775.8477999996,3376152.7792000007
54.0,40.0,1.0,406139.1328999996,3375959.1446,0.25,403775.8477999996,3376152.7792000007
56.0,40.0,0.75,406106.6599000003,3376321.1054999996,0.25,403775.8477999996,3376152.7792000007
342.0,40.0,1.0,402544.60539999977,3377208.4181999993,0.25,403775.8477999996,3376152.7792000007
358.0,40.0,0.0,403302.9647000004,3375507.6632000003,0.25,403775.8477999996,3376152.7792000007
548.0,40.0,0.6,402887.65500000026,3375094.8082,0.25,403775.8477999996,3376152.7792000007
1104.0,40.0,0.9375,401917.58339999994,3375777.6656,0.25,403775.8477999996,3376152.7792000007
2051.0,40.0,0.875,402077.27859999985,3376436.569700001,0.25,403775.8477999996,3376152.7792000007
48.0,718.0,0.9,393034.6582000004,3384461.269099999,1.0,393528.28930000024,3383749.2332000006
50.0,718.0,0.25,393840.7324999999,3385139.784600001,1.0,393528.28930000024,3383749.2332000006
1418.0,718.0,1.0,387368.6591999997,3384554.798699999,1.0,393528.28930000024,3383749.2332000006
1610.0,718.0,0.375,394200.19340000016,3382337.0989,1.0,393528.28930000024,3383749.2332000006
1863.0,718.0,0.0,394916.1977000004,3383105.5919000003,1.0,393528.28930000024,3383749.2332000006
3031.0,718.0,1.0,394305.3735999996,3384658.8743,1.0,393528.28930000024,3383749.2332000006
48.0,50.0,0.9,393034.6582000004,3384461.269099999,0.25,393840.7324999999,3385139.784600001
718.0,50.0,1.0,393528.28930000024,3383749.2332000006,0.25,393840.7324999999,3385139.784600001
1418.0,50.0,1.0,387368.6591999997,3384554.798699999,0.25,393840.7324999999,3385139.784600001
2379.0,50.0,0.966666666666667,394462.5856999997,3386611.9111,0.25,393840.7324999999,3385139.784600001
3031.0,50.0,1.0,394305.3735999996,3384658.8743,0.25,393840.7324999999,3385139.784600001
48.0,3031.0,0.9,393034.6582000004,3384461.269099999,1.0,394305.3735999996,3384658.8743
50.0,3031.0,0.25,393840.7324999999,3385139.784600001,1.0,394305.3735999996,3384658.8743
718.0,3031.0,1.0,393528.28930000024,3383749.2332000006,1.0,394305.3735999996,3384658.8743
1418.0,3031.0,1.0,387368.6591999997,3384554.798699999,1.0,394305.3735999996,3384658.8743
2379.0,3031.0,0.966666666666667,394462.5856999997,3386611.9111,1.0,394305.3735999996,3384658.8743
48.0,1863.0,0.9,393034.6582000004,3384461.269099999,0.0,394916.1977000004,3383105.5919000003
336.0,1863.0,1.0,395734.9718000004,3382327.8265000004,0.0,394916.1977000004,3383105.5919000003
718.0,1863.0,1.0,393528.28930000024,3383749.2332000006,0.0,394916.1977000004,3383105.5919000003
1170.0,1863.0,0.0,396102.1792000001,3382071.9657000005,0.0,394916.1977000004,3383105.5919000003
1610.0,1863.0,0.375,394200.19340000016,3382337.0989,0.0,394916.1977000004,3383105.5919000003
2549.0,1863.0,0.2,396096.00270000007,3382030.7913000006,0.0,394916.1977000004,3383105.5919000003
2647.0,1863.0,0.25,396066.8309000004,3382056.6302000005,0.0,394916.1977000004,3383105.5919000003
2801.0,1863.0,0.6125,395302.24039999954,3382103.320800001,0.0,394916.1977000004,3383105.5919000003
3031.0,1863.0,1.0,394305.3735999996,3384658.8743,0.0,394916.1977000004,3383105.5919000003
48.0,1610.0,0.9,393034.6582000004,3384461.269099999,0.375,394200.19340000016,3382337.0989
718.0,1610.0,1.0,393528.28930000024,3383749.2332000006,0.375,394200.19340000016,3382337.0989
1863.0,1610.0,0.0,394916.1977000004,3383105.5919000003,0.375,394200.19340000016,3382337.0989
50.0,48.0,0.25,393840.7324999999,3385139.784600001,0.9,393034.6582000004,3384461.269099999
718.0,48.0,1.0,393528.28930000024,3383749.2332000006,0.9,393034.6582000004,3384461.269099999
1418.0,48.0,1.0,387368.6591999997,3384554.798699999,0.9,393034.6582000004,3384461.269099999
3031.0,48.0,1.0,394305.3735999996,3384658.8743,0.9,393034.6582000004,3384461.269099999
50.0,894.0,0.25,393840.7324999999,3385139.784600001,0.0,396081.63420000015,3384802.1064
62.0,894.0,1.0,397127.3543999996,3384817.4122,0.0,396081.63420000015,3384802.1064
348.0,894.0,1.0,397393.1575999996,3383603.9573,0.0,396081.63420000015,3384802.1064
2221.0,894.0,0.15,397013.7588,3385358.2621,0.0,396081.63420000015,3384802.1064
2511.0,894.0,0.0,396298.5488,3385327.7477,0.0,396081.63420000015,3384802.1064
2997.0,894.0,1.0,396775.3454,3385419.5068999995,0.0,396081.63420000015,3384802.1064
3031.0,894.0,1.0,394305.3735999996,3384658.8743,0.0,396081.63420000015,3384802.1064
52.0,1142.0,1.0,405062.9321999997,3384990.725299999,0.5,404473.9951,3384105.023499999
748.0,1142.0,0.833333333333333,404293.79399999976,3384067.8761,0.5,404473.9951,3384105.023499999
1038.0,1142.0,0.75,405637.7790999999,3383475.1862000003,0.5,404473.9951,3384105.023499999
1040.0,1142.0,1.0,405606.18879999965,3383486.0835,0.5,404473.9951,3384105.023499999
1977.0,1142.0,0.0,404037.4497999996,3385335.498299999,0.5,404473.9951,3384105.023499999
2401.0,1142.0,0.5,404218.2189999996,3384231.8044000007,0.5,404473.9951,3384105.023499999
52.0,1977.0,1.0,405062.9321999997,3384990.725299999,0.0,404037.4497999996,3385335.498299999
748.0,1977.0,0.833333333333333,404293.79399999976,3384067.8761,0.0,404037.4497999996,3385335.498299999
1142.0,1977.0,0.5,404473.9951,3384105.023499999,0.0,404037.4497999996,3385335.498299999
1168.0,1977.0,0.764705882352941,403391.02020000014,3385633.8384000007,0.0,404037.4497999996,3385335.498299999
2401.0,1977.0,0.5,404218.2189999996,3384231.8044000007,0.0,404037.4497999996,3385335.498299999
52.0,2401.0,1.0,405062.9321999997,3384990.725299999,0.5,404218.2189999996,3384231.8044000007
748.0,2401.0,0.833333333333333,404293.79399999976,3384067.8761,0.5,404218.2189999996,3384231.8044000007
1142.0,2401.0,0.5,404473.9951,3384105.023499999,0.5,404218.2189999996,3384231.8044000007
1168.0,2401.0,0.764705882352941,403391.02020000014,3385633.8384000007,0.5,404218.2189999996,3384231.8044000007
1977.0,2401.0,0.0,404037.4497999996,3385335.498299999,0.5,404218.2189999996,3384231.8044000007
52.0,438.0,1.0,405062.9321999997,3384990.725299999,0.666666666666667,406115.75810000015,3385522.270199999
216.0,438.0,1.0,406436.9161,3385967.9298,0.666666666666667,406115.75810000015,3385522.270199999
724.0,438.0,0.6,406603.5204999996,3385806.5885000005,0.666666666666667,406115.75810000015,3385522.270199999
52.0,748.0,1.0,405062.9321999997,3384990.725299999,0.833333333333333,404293.79399999976,3384067.8761
1038.0,748.0,0.75,405637.7790999999,3383475.1862000003,0.833333333333333,404293.79399999976,3384067.8761
1040.0,748.0,1.0,405606.18879999965,3383486.0835,0.833333333333333,404293.79399999976,3384067.8761
1142.0,748.0,0.5,404473.9951,3384105.023499999,0.833333333333333,404293.79399999976,3384067.8761
1977.0,748.0,0.0,404037.4497999996,3385335.498299999,0.833333333333333,404293.79399999976,3384067.8761
2401.0,748.0,0.5,404218.2189999996,3384231.8044000007,0.833333333333333,404293.79399999976,3384067.8761
54.0,56.0,1.0,406139.1328999996,3375959.1446,0.75,406106.6599000003,3376321.1054999996
2983.0,56.0,0.5,407115.0873999996,3374510.4870999996,0.75,406106.6599000003,3376321.1054999996
54.0,2983.0,1.0,406139.1328999996,3375959.1446,0.5,407115.0873999996,3374510.4870999996
56.0,2983.0,0.75,406106.6599000003,3376321.1054999996,0.5,407115.0873999996,3374510.4870999996
338.0,2983.0,0.75,405066.5236999998,3373124.2184,0.5,407115.0873999996,3374510.4870999996
766.0,2983.0,0.833333333333333,407834.5301000001,3374062.6699,0.5,407115.0873999996,3374510.4870999996
1813.0,2983.0,0.05,408116.0602000002,3375449.7979000006,0.5,407115.0873999996,3374510.4870999996
2071.0,2983.0,0.8,406233.8682000004,3373742.8922000006,0.5,407115.0873999996,3374510.4870999996
2701.0,2983.0,1.0,406094.1628,3372386.2508000005,0.5,407115.0873999996,3374510.4870999996
54.0,1813.0,1.0,406139.1328999996,3375959.1446,0.05,408116.0602000002,3375449.7979000006
56.0,1813.0,0.75,406106.6599000003,3376321.1054999996,0.05,408116.0602000002,3375449.7979000006
312.0,1813.0,0.318181818181818,408667.7298999997,3376172.6316,0.05,408116.0602000002,3375449.7979000006
352.0,1813.0,1.0,408758.12999999995,3376166.7568,0.05,408116.0602000002,3375449.7979000006
766.0,1813.0,0.833333333333333,407834.5301000001,3374062.6699,0.05,408116.0602000002,3375449.7979000006
2349.0,1813.0,0.15,408673.6889000004,3376177.2838000003,0.05,408116.0602000002,3375449.7979000006
2983.0,1813.0,0.5,407115.0873999996,3374510.4870999996,0.05,408116.0602000002,3375449.7979000006
54.0,2071.0,1.0,406139.1328999996,3375959.1446,0.8,406233.8682000004,3373742.8922000006
338.0,2071.0,0.75,405066.5236999998,3373124.2184,0.8,406233.8682000004,3373742.8922000006
766.0,2071.0,0.833333333333333,407834.5301000001,3374062.6699,0.8,406233.8682000004,3373742.8922000006
2701.0,2071.0,1.0,406094.1628,3372386.2508000005,0.8,406233.8682000004,3373742.8922000006
2983.0,2071.0,0.5,407115.0873999996,3374510.4870999996,0.8,406233.8682000004,3373742.8922000006
56.0,54.0,0.75,406106.6599000003,3376321.1054999996,1.0,406139.1328999996,3375959.1446
2071.0,54.0,0.8,406233.8682000004,3373742.8922000006,1.0,406139.1328999996,3375959.1446
2983.0,54.0,0.5,407115.0873999996,3374510.4870999996,1.0,406139.1328999996,3375959.1446
56.0,2443.0,0.75,406106.6599000003,3376321.1054999996,0.538461538461538,407305.6540000001,3378191.132200001
354.0,2443.0,0.75,406678.0045999996,3378915.033399999,0.538461538461538,407305.6540000001,3378191.132200001
1911.0,2443.0,0.0,407555.7821000004,3379221.259299999,0.538461538461538,407305.6540000001,3378191.132200001
2893.0,2443.0,0.166666666666667,407555.7821000004,3379221.259299999,0.538461538461538,407305.6540000001,3378191.132200001
3077.0,2443.0,1.0,406878.5935000004,3379237.6219999995,0.538461538461538,407305.6540000001,3378191.132200001
58.0,1704.0,0.0,400627.00380000006,3356230.0108,1.0,400719.9874,3356092.3147
1594.0,1704.0,0.875,399943.9192000004,3355854.855799999,1.0,400719.9874,3356092.3147
2541.0,1704.0,1.0,406045.3031000001,3355091.0895000007,1.0,400719.9874,3356092.3147
58.0,1594.0,0.0,400627.00380000006,3356230.0108,0.875,399943.9192000004,3355854.855799999
1704.0,1594.0,1.0,400719.9874,3356092.3147,0.875,399943.9192000004,3355854.855799999
2541.0,1594.0,1.0,406045.3031000001,3355091.0895000007,0.875,399943.9192000004,3355854.855799999
58.0,2541.0,0.0,400627.00380000006,3356230.0108,1.0,406045.3031000001,3355091.0895000007
1594.0,2541.0,0.875,399943.9192000004,3355854.855799999,1.0,406045.3031000001,3355091.0895000007
1704.0,2541.0,1.0,400719.9874,3356092.3147,1.0,406045.3031000001,3355091.0895000007
58.0,624.0,0.0,400627.00380000006,3356230.0108,0.0,394883.0608000001,3362572.3916999996
1594.0,624.0,0.875,399943.9192000004,3355854.855799999,0.0,394883.0608000001,3362572.3916999996
1704.0,624.0,1.0,400719.9874,3356092.3147,0.0,394883.0608000001,3362572.3916999996
2117.0,624.0,0.75,393267.0560999997,3364778.705600001,0.0,394883.0608000001,3362572.3916999996
2653.0,624.0,0.772727272727273,389953.2693999997,3360009.6864,0.0,394883.0608000001,3362572.3916999996
2693.0,624.0,0.64,391922.1683,3365235.5337000005,0.0,394883.0608000001,3362572.3916999996
58.0,920.0,0.0,400627.00380000006,3356230.0108,0.0,408273.9550999999,3361593.2086999994
1594.0,920.0,0.875,399943.9192000004,3355854.855799999,0.0,408273.9550999999,3361593.2086999994
1704.0,920.0,1.0,400719.9874,3356092.3147,0.0,408273.9550999999,3361593.2086999994
2541.0,920.0,1.0,406045.3031000001,3355091.0895000007,0.0,408273.9550999999,3361593.2086999994
60.0,2845.0,0.769230769230769,405359.55379999994,3382554.9542999994,0.529411764705882,405334.6626000004,3382512.0172000006
510.0,2845.0,0.2,406538.26090000005,3381926.8508,0.529411764705882,405334.6626000004,3382512.0172000006
1038.0,2845.0,0.75,405637.7790999999,3383475.1862000003,0.529411764705882,405334.6626000004,3382512.0172000006
1040.0,2845.0,1.0,405606.18879999965,3383486.0835,0.529411764705882,405334.6626000004,3382512.0172000006
1198.0,2845.0,0.571428571428571,406538.26090000005,3381926.8508,0.529411764705882,405334.6626000004,3382512.0172000006
1927.0,2845.0,0.5,404860.93429999985,3381935.2236,0.529411764705882,405334.6626000004,3382512.0172000006
60.0,1927.0,0.769230769230769,405359.55379999994,3382554.9542999994,0.5,404860.93429999985,3381935.2236
530.0,1927.0,0.1875,404429.92750000017,3381538.8599999994,0.5,404860.93429999985,3381935.2236
950.0,1927.0,0.333333333333333,404052.2367000002,3380921.4419,0.5,404860.93429999985,3381935.2236
996.0,1927.0,0.666666666666667,404314.84279999975,3380911.063100001,0.5,404860.93429999985,3381935.2236
998.0,1927.0,0.666666666666667,404265.0789000001,3381069.614,0.5,404860.93429999985,3381935.2236
2845.0,1927.0,0.529411764705882,405334.6626000004,3382512.0172000006,0.5,404860.93429999985,3381935.2236
60.0,1038.0,0.769230769230769,405359.55379999994,3382554.9542999994,0.75,405637.7790999999,3383475.1862000003
1040.0,1038.0,1.0,405606.18879999965,3383486.0835,0.75,405637.7790999999,3383475.1862000003
2845.0,1038.0,0.529411764705882,405334.6626000004,3382512.0172000006,0.75,405637.7790999999,3383475.1862000003
60.0,1040.0,0.769230769230769,405359.55379999994,3382554.9542999994,1.0,405606.18879999965,3383486.0835
748.0,1040.0,0.833333333333333,404293.79399999976,3384067.8761,1.0,405606.18879999965,3383486.0835
1038.0,1040.0,0.75,405637.7790999999,3383475.1862000003,1.0,405606.18879999965,3383486.0835
1142.0,1040.0,0.5,404473.9951,3384105.023499999,1.0,405606.18879999965,3383486.0835
2401.0,1040.0,0.5,404218.2189999996,3384231.8044000007,1.0,405606.18879999965,3383486.0835
2845.0,1040.0,0.529411764705882,405334.6626000004,3382512.0172000006,1.0,405606.18879999965,3383486.0835
60.0,510.0,0.769230769230769,405359.55379999994,3382554.9542999994,0.2,406538.26090000005,3381926.8508
644.0,510.0,0.8125,407786.6684999997,3382885.422,0.2,406538.26090000005,3381926.8508
754.0,510.0,1.0,406833.2909000004,3380337.5813999996,0.2,406538.26090000005,3381926.8508
62.0,2221.0,1.0,397127.3543999996,3384817.4122,0.15,397013.7588,3385358.2621
348.0,2221.0,1.0,397393.1575999996,3383603.9573,0.15,397013.7588,3385358.2621
356.0,2221.0,0.875,397586.50870000006,3383515.842700001,0.15,397013.7588,3385358.2621
894.0,2221.0,0.0,396081.63420000015,3384802.1064,0.15,397013.7588,3385358.2621
1795.0,2221.0,0.142857142857143,396777.4232000001,3386869.6653000005,0.15,397013.7588,3385358.2621
2511.0,2221.0,0.0,396298.5488,3385327.7477,0.15,397013.7588,3385358.2621
2593.0,2221.0,0.423076923076923,397241.74189999973,3386823.012599999,0.15,397013.7588,3385358.2621
2881.0,2221.0,0.269230769230769,398356.97489999974,3385776.8825,0.15,397013.7588,3385358.2621
2997.0,2221.0,1.0,396775.3454,3385419.5068999995,0.15,397013.7588,3385358.2621
62.0,2997.0,1.0,397127.3543999996,3384817.4122,1.0,396775.3454,3385419.5068999995
894.0,2997.0,0.0,396081.63420000015,3384802.1064,1.0,396775.3454,3385419.5068999995
1795.0,2997.0,0.142857142857143,396777.4232000001,3386869.6653000005,1.0,396775.3454,3385419.5068999995
2221.0,2997.0,0.15,397013.7588,3385358.2621,1.0,396775.3454,3385419.5068999995
2511.0,2997.0,0.0,396298.5488,3385327.7477,1.0,396775.3454,3385419.5068999995
2593.0,2997.0,0.423076923076923,397241.74189999973,3386823.012599999,1.0,396775.3454,3385419.5068999995
2881.0,2997.0,0.269230769230769,398356.97489999974,3385776.8825,1.0,396775.3454,3385419.5068999995
62.0,2511.0,1.0,397127.3543999996,3384817.4122,0.0,396298.5488,3385327.7477
894.0,2511.0,0.0,396081.63420000015,3384802.1064,0.0,396298.5488,3385327.7477
2221.0,2511.0,0.15,397013.7588,3385358.2621,0.0,396298.5488,3385327.7477
2997.0,2511.0,1.0,396775.3454,3385419.5068999995,0.0,396298.5488,3385327.7477
62.0,348.0,1.0,397127.3543999996,3384817.4122,1.0,397393.1575999996,3383603.9573
356.0,348.0,0.875,397586.50870000006,3383515.842700001,1.0,397393.1575999996,3383603.9573
894.0,348.0,0.0,396081.63420000015,3384802.1064,1.0,397393.1575999996,3383603.9573
1463.0,348.0,0.0,398219.5444,3381664.9290999994,1.0,397393.1575999996,3383603.9573
64.0,1072.0,0.555555555555556,400390.2653000001,3382050.0186,0.125,400203.3794,3381707.2058000006
432.0,1072.0,0.9,400328.2647000002,3381204.3563,0.125,400203.3794,3381707.2058000006
474.0,1072.0,0.2,399620.8141000001,3381164.6346000005,0.125,400203.3794,3381707.2058000006
1463.0,1072.0,0.0,398219.5444,3381664.9290999994,0.125,400203.3794,3381707.2058000006
1606.0,1072.0,0.875,400705.7335999999,3381439.8425,0.125,400203.3794,3381707.2058000006
2559.0,1072.0,0.9,400876.0493999999,3382518.7436999995,0.125,400203.3794,3381707.2058000006
64.0,2559.0,0.555555555555556,400390.2653000001,3382050.0186,0.9,400876.0493999999,3382518.7436999995
710.0,2559.0,1.0,400888.7736999998,3383198.0187,0.9,400876.0493999999,3382518.7436999995
1072.0,2559.0,0.125,400203.3794,3381707.2058000006,0.9,400876.0493999999,3382518.7436999995
1100.0,2559.0,0.5,401257.1231000004,3382400.3500999995,0.9,400876.0493999999,3382518.7436999995
64.0,1606.0,0.555555555555556,400390.2653000001,3382050.0186,0.875,400705.7335999999,3381439.8425
432.0,1606.0,0.9,400328.2647000002,3381204.3563,0.875,400705.7335999999,3381439.8425
474.0,1606.0,0.2,399620.8141000001,3381164.6346000005,0.875,400705.7335999999,3381439.8425
1072.0,1606.0,0.125,400203.3794,3381707.2058000006,0.875,400705.7335999999,3381439.8425
1763.0,1606.0,0.4,401279.01379999984,3380998.5226000007,0.875,400705.7335999999,3381439.8425
2559.0,1606.0,0.9,400876.0493999999,3382518.7436999995,0.875,400705.7335999999,3381439.8425
3099.0,1606.0,0.275,401699.7988,3381309.2227,0.875,400705.7335999999,3381439.8425
64.0,432.0,0.555555555555556,400390.2653000001,3382050.0186,0.9,400328.2647000002,3381204.3563
474.0,432.0,0.2,399620.8141000001,3381164.6346000005,0.9,400328.2647000002,3381204.3563
1072.0,432.0,0.125,400203.3794,3381707.2058000006,0.9,400328.2647000002,3381204.3563
1606.0,432.0,0.875,400705.7335999999,3381439.8425,0.9,400328.2647000002,3381204.3563
1763.0,432.0,0.4,401279.01379999984,3380998.5226000007,0.9,400328.2647000002,3381204.3563
64.0,1100.0,0.555555555555556,400390.2653000001,3382050.0186,0.5,401257.1231000004,3382400.3500999995
