source,target,weight
509,1029,0.35
509,529,1.0
529,248,0.7
529,560,1.0
529,1106,0.0
529,716,0.875
529,1037,0.0
560,248,0.7
560,294,0.0
560,1106,0.0
560,716,0.875
560,1037,0.0
560,651,0.0
37,745,0.0
37,41,0.0
37,186,0.0
37,977,0.0
37,938,0.0
37,1066,0.0
37,1148,0.0
745,41,0.0
745,186,0.8235294117647061
745,977,0.32026143790849687
745,938,0.47058823529411736
745,1066,0.8235294117647061
745,1148,0.6588235294117649
41,186,0.0
41,977,0.0
41,938,0.0
41,1066,0.0
186,977,0.38888888888888895
186,1148,0.8
186,1066,1.0
186,938,0.571428571428571
977,938,0.22222222222222207
977,1066,0.38888888888888895
977,1148,0.31111111111111117
938,607,0.2857142857142855
938,1066,0.571428571428571
938,1148,0.4571428571428568
1066,400,0.16666666666666696
1066,1148,0.8
39,815,0.0
39,653,0.0
39,654,0.0
39,430,0.0
39,1102,0.0
39,441,0.0
39,454,0.0
39,341,0.0
39,40,0.0
39,1129,0.0
815,40,0.0
815,341,0.0
815,430,0.0
815,441,0.0
815,454,0.0
815,575,0.0
815,653,0.0
815,654,0.0
815,1102,0.0
815,1129,0.0
653,341,0.0
653,430,0.0
653,454,0.0
653,654,0.0
653,1102,0.0
653,1129,0.0
653,441,0.0
654,430,0.0
654,454,0.013888888888888864
654,632,0.0
654,1129,0.0
654,1102,0.0
654,441,0.10000000000000017
430,40,0.0
430,341,0.0
430,1102,0.0
430,441,0.0
430,899,0.0
430,575,0.0
1102,40,0.0
1102,341,0.0
1102,441,0.0
1102,899,0.0
441,40,0.0
441,341,0.0
441,899,0.2666666666666664
441,575,0.6
441,1084,0.0
454,219,0.08333333333333304
454,1129,0.0
454,632,0.0
454,483,0.06018518518518495
454,531,0.0
341,40,0.0
341,899,0.0
40,899,0.0
899,575,0.444444444444444
899,1084,0.0
42,766,0.1346153846153845
42,518,0.2
42,737,0.14583333333333326
42,650,0.0
42,537,0.10833333333333325
42,295,0.04166666666666674
766,295,0.08974358974358983
766,518,0.4307692307692304
766,650,0.0
766,737,0.31410256410256365
766,537,0.23333333333333295
518,295,0.13333333333333358
518,650,0.0
518,737,0.46666666666666645
518,537,0.34666666666666646
737,80,0.17499999999999993
737,574,0.0
737,1090,0.0
537,1039,0.29999999999999966
537,831,0.2618055555555555
537,1087,0.0
537,295,0.0722222222222223
537,830,0.36666666666666636
295,1039,0.11538461538461554
295,1087,0.0
43,65,1.0
43,929,0.35
43,595,0.210526315789474
43,243,1.0
43,845,0.19999999999999996
43,875,0.384615384615385
43,375,0.33333333333333304
43,636,0.28571428571428603
43,805,0.0
43,1010,0.38888888888888895
65,636,0.28571428571428603
65,243,1.0
65,875,0.384615384615385
65,1092,0.0
65,70,0.0
65,929,0.35
65,657,0.0
929,556,0.30833333333333335
929,875,0.13461538461538475
929,1010,0.13611111111111113
929,636,0.1000000000000001
595,243,0.210526315789474
595,375,0.07017543859649128
595,805,0.0
595,1092,0.0
595,845,0.04210526315789479
243,70,0.0
243,636,0.28571428571428603
243,1092,0.0
243,657,0.0
243,1040,0.0
243,875,0.384615384615385
243,805,0.0
845,375,0.0666666666666666
845,556,0.17619047619047618
845,805,0.0
845,1019,0.05749999999999998
875,636,0.10989010989011012
875,1092,0.0
44,976,0.466666666666667
44,821,0.35
44,1144,0.0
44,64,0.125
44,584,1.0
976,64,0.058333333333333376
976,821,0.16333333333333344
976,1144,0.0
976,584,0.466666666666667
976,602,0.466666666666667
821,64,0.04375
821,267,0.0
821,584,0.35
821,602,0.35
821,1144,0.0
1144,64,0.0
1144,267,0.0
1144,602,0.0
64,267,0.0
64,602,0.125
584,60,0.0
584,267,0.0
584,602,1.0
584,852,0.5
584,229,0.35
45,640,0.049019607843137074
45,1094,0.14705882352941174
45,262,0.2205882352941176
45,261,0.0
45,71,0.09803921568627467
45,263,0.0
45,271,0.0
45,48,0.0
45,49,0.588235294117647
640,48,0.0
640,49,0.08333333333333304
640,71,0.013888888888888864
640,261,0.0
640,598,0.0
640,1094,0.02083333333333326
640,262,0.03124999999999989
1094,71,0.04166666666666674
1094,262,0.09375
1094,557,0.25
1094,834,0.16666666666666674
1094,261,0.0
1094,263,0.0
262,71,0.06250000000000011
262,261,0.0
262,263,0.0
262,271,0.0
262,272,0.12499999999999989
262,557,0.375
262,721,0.046875
262,874,0.10227272727272739
262,1033,0.375
261,47,0.0
261,48,0.0
261,49,0.0
261,50,0.0
261,271,0.0
261,272,0.0
261,263,0.0
261,721,0.0
261,557,0.0
261,874,0.0
261,1033,0.0
71,598,0.0
263,557,0.0
263,1033,0.0
263,272,0.0
263,271,0.0
263,874,0.0
263,721,0.0
263,834,0.0
271,47,0.0
271,48,0.0
271,50,0.0
271,272,0.0
271,721,0.0
271,874,0.0
271,557,0.0
46,60,0.0
46,185,1.0
46,910,0.44117647058823495
46,229,0.35
46,852,0.5
46,78,0.30000000000000004
60,852,0.0
60,229,0.0
60,185,0.0
185,66,0.4
185,910,0.44117647058823495
185,336,0.5
185,229,0.35
910,54,0.0
910,66,0.176470588235294
910,229,0.15441176470588222
910,336,0.22058823529411747
910,852,0.22058823529411747
229,54,0.0
229,66,0.13999999999999999
229,852,0.175
229,336,0.175
229,266,0.11666666666666656
852,54,0.0
852,266,0.16666666666666652
852,602,0.5
47,50,0.09999999999999998
47,48,0.0
47,49,0.09999999999999998
47,1061,0.04999999999999999
47,489,0.09473684210526317
47,1127,0.0
50,48,0.0
50,49,1.0
50,1061,0.5
50,489,0.947368421052632
50,1160,0.75
48,49,0.0
48,1061,0.0
49,1061,0.5
49,489,0.947368421052632
49,717,0.583333333333333
49,1160,0.75
1061,1042,0.11538461538461547
1061,489,0.473684210526316
1061,1160,0.375
1061,1127,0.0
1061,1128,0.25
489,126,0.947368421052632
489,1160,0.710526315789474
489,717,0.5526315789473684
51,536,0.3272727272727272
51,746,0.42014742014741957
51,389,0.409090909090909
51,496,0.409090909090909
51,1134,0.0
536,746,0.2054054054054052
536,843,0.3809523809523808
536,1068,0.32000000000000006
536,1134,0.0
746,74,0.5135135135135129
746,389,0.25675675675675647
746,390,0.08558558558558564
746,391,0.5135135135135129
746,1134,0.0
746,1068,0.4108108108108104
746,843,0.4890604890604883
389,74,0.5
389,1134,0.0
389,390,0.08333333333333348
389,391,0.5
389,913,0.0
389,809,0.3214285714285715
389,1068,0.4
389,843,0.476190476190476
496,230,0.375
496,236,0.5
496,277,0.08333333333333348
496,302,0.0
496,397,0.0
496,534,0.230769230769231
496,1112,0.0
1134,74,0.0
1134,390,0.0
1134,391,0.0
1134,809,0.0
1134,843,0.0
1134,913,0.0
1134,1068,0.0
52,978,0.882352941176471
52,386,0.666666666666667
52,450,0.666666666666667
52,1105,0.0
52,217,0.11111111111111105
52,962,0.0
978,217,0.09803921568627451
978,386,0.5882352941176476
978,539,0.882352941176471
978,603,0.5514705882352944
978,1105,0.0
978,450,0.5882352941176476
386,67,0.38888888888888884
386,217,0.07407407407407407
386,1105,0.0
386,603,0.41666666666666685
386,539,0.666666666666667
450,280,0.0
450,962,0.0
450,1124,0.0
1105,539,0.0
1105,603,0.0
1105,67,0.0
217,67,0.06481481481481474
53,882,0.0
53,1089,0.0
53,788,0.0
53,320,0.25
53,306,0.0
53,311,0.0
53,422,0.0
882,311,0.0
882,320,0.0
882,788,0.0
882,1089,0.0
882,817,0.0
1089,320,0.0
1089,788,0.0
1089,817,0.0
1089,311,0.0
788,320,0.0
788,817,0.0
788,649,0.0
788,974,0.0
320,265,0.04999999999999999
320,311,0.0
320,422,0.0
306,343,0.0
306,1041,0.0
306,754,0.0
306,755,0.0
306,510,0.0
306,1088,0.0
311,265,0.0
311,268,0.0
311,355,0.0
311,422,0.0
54,266,0.0
54,336,0.0
54,914,0.0
266,336,0.16666666666666652
266,371,0.16666666666666652
336,66,0.2
55,816,1.0
55,408,0.833333333333333
55,300,0.6
55,69,0.4
55,58,0.0
55,1118,0.0
55,299,0.5
55,59,0.0
55,189,0.19999999999999996
55,198,0.0
816,58,0.0
816,69,0.4
816,189,0.19999999999999996
816,198,0.0
816,299,0.5
816,300,0.6
816,408,0.833333333333333
816,1118,0.0
816,59,0.0
408,58,0.0
408,59,0.0
408,69,0.33333333333333326
408,198,0.0
408,299,0.4166666666666665
408,300,0.4999999999999998
408,1118,0.0
408,189,0.16666666666666657
300,58,0.0
300,59,0.0
300,69,0.24
300,198,0.0
300,299,0.3
300,1118,0.0
300,828,0.21
300,984,0.18000000000000002
69,58,0.0
69,59,0.0
69,299,0.2
69,1118,0.0
69,189,0.07999999999999999
69,554,0.1071428571428572
69,555,0.17142857142857162
69,639,0.0
58,198,0.0
58,299,0.0
58,59,0.0
58,313,0.0
1118,189,0.0
1118,299,0.0
1118,809,0.0
299,59,0.0
299,189,0.09999999999999998
299,555,0.21428571428571452
299,554,0.1339285714285715
299,635,0.0
299,639,0.0
59,555,0.0
59,554,0.0
59,635,0.0
59,495,0.0
59,639,0.0
59,828,0.0
59,984,0.0
189,639,0.0
189,809,0.1285714285714286
189,555,0.08571428571428578
198,313,0.0
56,641,0.0
56,628,0.0
56,626,0.0
56,1114,0.0
56,57,0.0
56,244,0.0
56,776,0.0
641,57,0.05555555555555561
641,626,0.04444444444444429
641,628,0.33333333333333304
641,1114,0.0
641,1082,0.0
641,244,0.33333333333333304
628,57,0.16666666666666696
628,626,0.13333333333333297
628,1114,0.0
628,1082,0.0
628,244,1.0
626,57,0.022222222222222202
626,1114,0.0
626,1082,0.0
626,244,0.13333333333333297
1114,57,0.0
1114,244,0.0
1114,776,0.0
1114,827,0.0
1114,858,0.0
57,1082,0.0
57,244,0.16666666666666696
57,176,0.16666666666666696
244,776,0.0
244,858,0.6842105263157889
244,1031,0.8
244,827,0.050000000000000044
244,491,0.235294117647059
776,858,0.0
776,1031,0.0
776,68,0.0
1082,76,0.0
1082,176,0.0
1082,313,0.0
1082,903,0.0
555,495,0.2653061224489799
555,554,0.11479591836734714
555,635,0.0
555,639,0.0
554,495,0.16581632653061235
554,635,0.0
554,639,0.0
635,203,0.0
635,495,0.0
635,828,0.0
635,984,0.0
61,771,0.0
61,277,0.0
61,397,0.0
61,1112,0.0
61,730,0.0
61,729,0.0
61,720,0.0
61,372,0.0
771,277,0.11805555555555572
771,372,0.0
771,397,0.0
771,720,0.4249999999999998
771,729,0.0
771,730,0.0
771,732,0.708333333333333
771,1112,0.0
277,372,0.0
277,1112,0.0
277,397,0.0
277,732,0.16666666666666696
277,729,0.0
277,730,0.0
397,230,0.0
397,236,0.0
397,302,0.0
397,372,0.0
397,1112,0.0
397,1081,0.0
397,534,0.0
397,729,0.0
397,730,0.0
397,1083,0.0
1112,230,0.0
1112,236,0.0
1112,372,0.0
1112,1081,0.0
1112,1083,0.0
1112,302,0.0
730,720,0.0
730,729,0.0
729,720,0.0
720,732,0.6
62,77,0.0
62,289,0.4
62,247,0.17391304347826098
62,208,0.576923076923077
62,190,0.0
62,521,0.872727272727273
62,1019,0.2875
77,289,0.0
77,247,0.0
77,521,0.0
77,208,0.0
77,190,0.0
77,1019,0.0
289,190,0.0
289,208,0.2307692307692308
289,247,0.06956521739130439
289,521,0.34909090909090923
289,1019,0.11499999999999999
247,190,0.0
247,208,0.10033444816053519
247,521,0.15177865612648236
247,1019,0.050000000000000024
208,190,0.0
208,1019,0.1658653846153846
208,521,0.5034965034965038
190,1019,0.0
190,521,0.0
521,375,0.29090909090909073
521,1019,0.25090909090909097
1019,375,0.09583333333333324
63,699,1.0
63,274,0.0
63,786,0.0
63,970,0.566666666666667
63,355,0.0
63,356,0.0
63,273,0.0
63,1078,0.40625
699,273,0.0
699,274,0.0
699,355,0.0
699,356,0.0
699,786,0.0
699,970,0.566666666666667
274,786,0.0
274,371,0.0
274,1078,0.0
274,970,0.0
786,355,0.0
786,371,0.0
786,1078,0.0
786,970,0.0
970,273,0.0
970,356,0.0
970,1078,0.23020833333333346
355,422,0.0
356,273,0.0
356,1078,0.0
267,602,0.0
267,371,0.0
636,70,0.0
636,624,0.14285714285714302
636,625,0.28571428571428603
636,1092,0.0
636,657,0.0
636,1040,0.0
1092,70,0.0
1092,657,0.0
1092,805,0.0
1092,1040,0.0
70,1040,0.0
70,657,0.0
70,624,0.0
70,625,0.0
70,78,0.0
70,637,0.0
657,78,0.0
657,624,0.0
657,625,0.0
657,637,0.0
657,1040,0.0
66,445,0.4
445,73,0.03333333333333299
445,184,1.0
445,490,0.30000000000000004
445,1091,0.75
67,603,0.36458333333333315
67,770,0.3791666666666665
67,768,0.4772727272727269
67,72,0.2552083333333332
603,539,0.625
603,770,0.40625
603,768,0.5113636363636362
770,427,0.5416666666666665
770,539,0.65
770,768,0.5318181818181817
770,1125,0.0
768,427,0.6818181818181814
768,539,0.818181818181818
768,1125,0.0
68,433,0.101851851851852
68,1031,0.48888888888888876
68,1068,0.48888888888888876
68,843,0.5820105820105816
68,858,0.4181286549707598
68,913,0.0
433,74,0.16666666666666696
433,1068,0.13333333333333358
433,1031,0.13333333333333358
433,843,0.15873015873015894
433,913,0.0
433,858,0.11403508771929836
1031,858,0.5473684210526312
1068,74,0.8
1068,390,0.13333333333333358
1068,391,0.8
1068,843,0.7619047619047616
1068,913,0.0
843,74,0.952380952380952
843,390,0.15873015873015894
843,391,0.952380952380952
843,428,0.0
843,429,0.15873015873015894
843,913,0.0
913,74,0.0
913,390,0.0
913,391,0.0
913,809,0.0
1040,78,0.0
1040,624,0.0
1040,625,0.0
1040,637,0.0
624,78,0.15000000000000002
624,551,0.5
624,637,0.0
624,625,0.5
625,78,0.30000000000000004
625,220,1.0
625,637,0.0
598,126,0.0
598,717,0.0
72,814,0.30078125
72,427,0.3645833333333332
72,912,0.0
814,75,0.6875
814,258,0.34375
814,291,0.0
814,292,0.0
814,427,0.5729166666666665
427,258,0.4166666666666665
427,291,0.0
427,292,0.0
427,1125,0.0
73,1091,0.024999999999999745
73,914,0.0192982456140349
73,184,0.03333333333333299
73,837,0.006666666666666597
1091,184,0.75
1091,837,0.14999999999999997
1091,914,0.4342105263157897
914,732,0.578947368421053
184,490,0.30000000000000004
184,837,0.19999999999999996
184,428,0.0
184,429,0.16666666666666696
837,428,0.0
837,429,0.03333333333333339
837,490,0.06
74,390,0.16666666666666696
74,391,1.0
74,809,0.642857142857143
390,391,0.16666666666666696
390,809,0.10714285714285736
391,809,0.642857142857143
75,258,0.5
75,291,0.0
75,292,0.0
75,377,0.33333333333333304
258,291,0.0
258,292,0.0
258,1125,0.0
291,292,0.0
291,1125,0.0
291,495,0.0
292,1125,0.0
292,495,0.0
76,903,0.0
76,313,0.0
76,1108,0.0
903,313,0.0
903,1108,0.0
1108,176,0.0
78,637,0.0
79,1135,0.0
79,1116,0.0
79,775,0.13194444444444473
79,587,0.3958333333333335
1135,80,0.0
1135,574,0.0
1135,656,0.0
1135,1090,0.0
1135,1104,0.0
1135,1116,0.0
1116,81,0.0
1116,587,0.0
1116,656,0.0
1116,775,0.0
1116,991,0.0
1116,1007,0.0
1116,1104,0.0
775,188,0.16666666666666696
775,587,0.08333333333333348
775,656,0.03333333333333339
775,1007,0.035714285714285726
775,991,0.030303030303030387
775,804,0.16666666666666696
587,188,0.5
587,1007,0.10714285714285698
587,991,0.090909090909091
587,804,0.5
587,656,0.09999999999999998
80,1090,0.0
80,574,0.0
80,172,0.11250000000000002
80,171,0.18000000000000002
1090,574,0.0
1090,1104,0.0
1090,172,0.0
574,171,0.0
574,172,0.0
574,1104,0.0
172,81,0.375
172,171,0.22499999999999998
172,1104,0.0
171,81,0.6
171,1104,0.0
81,1104,0.0
81,656,0.19999999999999996
1104,656,0.0
656,991,0.03636363636363639
656,1007,0.04285714285714278
656,1103,0.0
82,713,1.0
82,256,0.5
82,547,0.16666666666666696
82,290,0.0
82,497,0.42857142857142905
713,256,0.5
713,547,0.16666666666666696
713,290,0.0
713,831,0.604166666666667
256,547,0.08333333333333348
256,1087,0.0
256,290,0.0
547,1087,0.0
547,831,0.10069444444444467
290,831,0.0
290,830,0.0
290,1039,0.0
290,1087,0.0
83,85,0.0
83,223,0.0
83,1024,0.0
83,308,0.0
83,476,0.0
85,223,0.2142857142857142
85,1024,0.15624999999999994
85,308,0.0
85,476,0.07653061224489781
