OID_,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,NEAR_ANGLE,station_id,rate,station_id_1,rate_1,value_,wgs_X,wgs_Y,wgs_X_1,wgs_Y_1,ORIG_FID,Shape_Length
24,7,177,1179.396471685952747,4,26.788098535460065,52.000000000000000,1.000000000000000,438.000000000000000,0.666666667000000,0.000282630430905,104.010259199999993,30.581469049999999,104.021185599999995,30.586345980000001,24,0.011965394405910
25,7,277,1743.288362477806231,9,27.904708262016616,52.000000000000000,1.000000000000000,724.000000000000000,0.600000000000000,0.000229451425599,104.010259199999993,30.581469049999999,104.026244700000007,30.588948360000000,25,0.017648690852990
26,7,63,2022.045872234293029,12,37.475130155319135,52.000000000000000,1.000000000000000,174.000000000000000,0.000000000000000,0.000494548622131,104.010259199999993,30.581469049999999,104.026876000000001,30.592690640000001,26,0.020050988142869
27,7,501,2096.168397801342962,13,19.590208408986300,52.000000000000000,1.000000000000000,1258.000000000000000,0.127272727000000,0.000416344065637,104.010259199999993,30.581469049999999,104.030781700000006,30.587962680000000,27,0.021525339438984
28,7,998,2493.557644607232305,16,-83.743928325641093,52.000000000000000,1.000000000000000,2845.000000000000000,0.529411765000000,0.000188721618695,104.010259199999993,30.581469049999999,104.013317999999998,30.559135410000000,28,0.022542132402168
29,7,205,2544.219643194277069,17,29.433131558717211,52.000000000000000,1.000000000000000,518.000000000000000,0.423076923000000,0.000226758361269,104.010259199999993,30.581469049999999,104.033245100000002,30.592918520000001,29,0.025679602115481
30,7,819,2876.218539054124903,20,120.759433247199524,52.000000000000000,1.000000000000000,2389.000000000000000,0.315789474000000,0.000237885444624,104.010259199999993,30.581469049999999,103.994695600000000,30.603642369999999,30,0.027090252275017
31,7,233,2967.340228732120067,21,132.496996124573513,52.000000000000000,1.000000000000000,634.000000000000000,0.000000000000000,0.000337002137577,104.010259199999993,30.581469049999999,103.989158799999998,30.601040269999999,31,0.028779498563653
32,7,983,3038.315742476475407,23,112.386880944379769,52.000000000000000,1.000000000000000,2809.000000000000000,0.200000000000000,0.000263303773474,104.010259199999993,30.581469049999999,103.997936300000006,30.606713520000000,32,0.028091584737964
33,7,536,3139.829715880249296,28,-28.977119909532192,52.000000000000000,1.000000000000000,1396.000000000000000,0.119047619000000,0.000280573298783,104.010259199999993,30.581469049999999,104.039026699999994,30.567964730000000,33,0.031779485859261
34,7,429,3183.396806330519212,29,52.402014187536622,52.000000000000000,1.000000000000000,1036.000000000000000,0.000000000000000,0.000314129862168,104.010259199999993,30.581469049999999,104.030278600000003,30.604369240000000,34,0.030417019659470
