source,target,weight
4,1028,0.038749999999999986
4,565,0.0
286,5,0.0
286,129,0.0
286,1137,0.0
286,718,0.0
286,619,0.0
286,1028,0.0
286,492,0.0
286,565,0.0
286,923,0.0
286,959,0.0
5,1137,0.0
5,718,0.75
5,619,0.46875
5,565,0.0
1137,129,0.0
1137,619,0.0
1137,718,0.0
1137,1028,0.0
718,11,0.0
718,129,0.0
718,492,1.0
718,619,0.625
718,1028,0.38749999999999996
718,959,0.75
718,923,0.8
619,129,0.0
619,492,0.625
619,1028,0.24218749999999997
619,959,0.46875
619,923,0.5
1028,129,0.0
1028,492,0.38749999999999996
1028,923,0.31
1028,959,0.29062499999999997
1028,135,0.0
1028,139,0.048437499999999994
6,484,0.0
6,756,0.0
6,864,0.0
6,178,0.0
6,301,0.0
6,447,0.0
6,446,0.0
6,77,0.0
6,289,0.0
6,491,0.0
6,247,0.0
6,62,0.0
6,521,0.0
484,10,0.11538461538461547
484,301,0.08333333333333348
484,446,0.125
484,447,0.0
484,864,0.25
484,756,0.5
484,1047,0.235294117647059
484,491,0.1176470588235295
484,178,0.16666666666666652
484,738,0.25
756,178,0.33333333333333304
756,244,1.0
756,301,0.16666666666666696
756,491,0.235294117647059
756,864,0.5
756,827,0.050000000000000044
756,858,0.6842105263157889
756,776,0.0
756,447,0.0
864,10,0.11538461538461547
864,301,0.08333333333333348
864,446,0.125
864,447,0.0
864,491,0.1176470588235295
864,1047,0.235294117647059
864,178,0.16666666666666652
864,738,0.25
178,62,0.33333333333333304
178,77,0.0
178,289,0.13333333333333322
178,247,0.05797101449275361
178,521,0.29090909090909073
178,1019,0.09583333333333324
178,208,0.19230769230769215
178,190,0.0
178,375,0.11111111111111091
178,490,0.09999999999999992
178,447,0.0
178,446,0.08333333333333326
178,301,0.05555555555555561
301,10,0.03846153846153856
301,447,0.0
301,446,0.04166666666666674
301,491,0.0392156862745099
301,1047,0.0784313725490198
301,738,0.08333333333333348
447,10,0.0
447,204,0.0
447,214,0.0
447,446,0.0
447,1047,0.0
447,738,0.0
447,502,0.0
447,556,0.0
447,249,0.0
446,10,0.05769230769230774
446,204,0.2
446,214,0.203125
446,249,0.046875
446,1047,0.1176470588235295
446,738,0.125
446,502,0.10714285714285726
446,556,0.22023809523809526
77,62,0.0
77,289,0.0
77,247,0.0
77,521,0.0
77,208,0.0
77,190,0.0
77,1019,0.0
77,490,0.0
77,445,0.0
77,375,0.0
77,184,0.0
77,845,0.0
77,805,0.0
289,62,0.4
289,190,0.0
289,208,0.2307692307692308
289,247,0.06956521739130439
289,521,0.34909090909090923
289,1019,0.11499999999999999
289,375,0.13333333333333322
289,445,0.4
289,490,0.12000000000000002
289,845,0.07999999999999999
289,805,0.0
289,184,0.4
289,595,0.08421052631578961
491,244,0.235294117647059
491,827,0.01176470588235296
491,776,0.0
491,858,0.16099071207430338
491,1114,0.0
491,1031,0.1882352941176472
247,62,0.17391304347826098
247,190,0.0
247,208,0.10033444816053519
247,521,0.15177865612648236
247,1019,0.050000000000000024
247,375,0.05797101449275361
247,845,0.03478260869565219
247,805,0.0
247,445,0.17391304347826098
247,595,0.03661327231121289
247,490,0.0521739130434783
247,66,0.06956521739130439
62,208,0.576923076923077
62,190,0.0
62,521,0.872727272727273
62,1019,0.2875
62,445,1.0
62,490,0.30000000000000004
62,184,1.0
62,375,0.33333333333333304
62,66,0.4
62,845,0.19999999999999996
62,805,0.0
1113,118,0.340909090909091
1113,137,0.0
1113,310,0.08333333333333348
1113,705,0.475
1113,851,0.425
1113,1111,0.0
705,118,0.6477272727272728
705,137,0.0
705,142,0.11875
705,310,0.1583333333333336
705,438,0.0
705,851,0.8075
705,514,0.17812499999999998
705,881,0.3166666666666664
705,932,0.6785714285714283
880,118,0.3146853146853151
880,137,0.0
880,138,0.1153846153846155
880,304,0.0
880,733,0.461538461538462
880,851,0.3923076923076927
880,1069,0.38461538461538486
880,1156,0.0
118,851,0.5795454545454547
118,137,0.0
118,142,0.08522727272727275
118,514,0.12784090909090912
118,310,0.11363636363636387
118,143,0.2727272727272728
310,137,0.0
310,851,0.1416666666666669
310,1111,0.0
310,437,0.0
310,438,0.0
310,881,0.05555555555555561
310,932,0.11904761904761921
851,137,0.0
851,142,0.10625
851,143,0.34
851,514,0.159375
137,142,0.0
137,514,0.0
137,143,0.0
137,437,0.0
137,932,0.0
9,658,0.0
9,611,0.125
9,920,0.0
9,239,1.0
658,611,0.0
658,920,0.0
658,239,0.0
611,920,0.0
611,239,0.125
239,801,0.25
239,979,0.36
239,961,0.22727272727272696
239,981,0.7
10,1047,0.10859728506787346
10,738,0.11538461538461547
10,204,0.18461538461538476
10,502,0.09890109890109909
10,214,0.18750000000000014
10,426,0.07692307692307691
10,425,0.07692307692307691
10,394,0.23076923076923095
10,402,0.15384615384615402
1047,204,0.3764705882352944
1047,214,0.38235294117647084
1047,394,0.470588235294118
1047,402,0.3137254901960788
1047,425,0.15686274509803919
1047,426,0.15686274509803919
1047,502,0.20168067226890793
1047,738,0.235294117647059
738,204,0.4
738,214,0.40625
738,394,0.5
738,402,0.3333333333333335
738,425,0.16666666666666652
738,426,0.16666666666666652
738,502,0.21428571428571452
204,138,0.2
204,502,0.34285714285714325
204,249,0.15000000000000002
204,304,0.0
204,556,0.7047619047619049
204,214,0.65
204,834,0.5333333333333335
204,1033,0.8
204,425,0.26666666666666644
204,426,0.26666666666666644
204,1156,0.0
502,214,0.3482142857142861
502,249,0.08035714285714295
502,304,0.0
502,425,0.14285714285714288
502,426,0.14285714285714288
502,556,0.37755102040816374
502,834,0.28571428571428614
502,1033,0.42857142857142905
502,1156,0.0
214,426,0.2708333333333331
214,425,0.2708333333333331
214,394,0.8125
214,402,0.541666666666667
214,739,0.8125
426,394,0.33333333333333304
426,402,0.22222222222222213
426,425,0.11111111111111091
426,739,0.33333333333333304
426,133,0.33333333333333304
426,726,0.11999999999999988
425,133,0.33333333333333304
425,394,0.33333333333333304
425,402,0.22222222222222213
425,739,0.33333333333333304
425,726,0.11999999999999988
425,919,0.03921568627450963
394,402,0.666666666666667
394,739,1.0
394,1162,0.725
394,726,0.36
11,135,0.0
11,139,0.0
11,1063,0.0
11,687,0.0
11,492,0.0
11,923,0.0
11,959,0.0
135,129,0.0
135,139,0.0
135,687,0.0
135,492,0.0
135,959,0.0
135,923,0.0
135,576,0.0
139,129,0.0
139,687,0.12310606060606062
139,576,0.125
139,492,0.125
139,923,0.1
139,959,0.09375
1063,123,0.2977207977207975
1063,1108,0.0
1063,176,0.7307692307692311
687,123,0.40123456790123424
687,576,0.984848484848485
459,131,0.09722222222222217
459,175,0.08749999999999998
459,191,0.7000000000000001
459,451,0.3888888888888885
459,617,0.109375
459,686,0.525
459,1162,0.634375
459,543,0.65625
459,621,0.525
459,576,0.875
459,811,0.875
617,131,0.013888888888888881
617,175,0.012499999999999997
617,191,0.1
617,451,0.0555555555555555
617,543,0.09375
617,686,0.075
617,1162,0.090625
617,621,0.075
617,811,0.125
617,726,0.045
617,741,0.06666666666666662
175,131,0.011111111111111103
175,191,0.07999999999999999
175,686,0.059999999999999984
175,543,0.07499999999999998
175,451,0.04444444444444439
175,1162,0.07249999999999998
175,621,0.059999999999999984
175,811,0.09999999999999998
175,741,0.05333333333333329
175,576,0.09999999999999998
191,131,0.08888888888888885
191,811,0.8
191,576,0.8
191,543,0.6000000000000001
191,451,0.3555555555555552
191,686,0.48
191,621,0.48
686,131,0.06666666666666662
686,133,0.6
686,451,0.2666666666666664
686,543,0.44999999999999996
686,621,0.36
686,1162,0.435
686,726,0.216
686,739,0.6
686,741,0.3199999999999998
686,811,0.6
1162,131,0.0805555555555555
1162,133,0.725
1162,402,0.48333333333333356
1162,451,0.32222222222222185
1162,543,0.54375
1162,621,0.435
1162,726,0.261
1162,739,0.725
1162,741,0.3866666666666664
13,841,0.5
13,642,0.0
13,559,0.5
13,842,0.5
13,275,0.5
13,695,0.5
13,520,0.09999999999999998
13,231,0.5
13,1025,0.347222222222222
13,1035,0.22499999999999998
841,231,1.0
841,275,1.0
841,520,0.19999999999999996
841,559,1.0
841,642,0.0
841,695,1.0
841,842,1.0
841,1035,0.44999999999999996
841,1025,0.694444444444444
642,231,0.0
642,275,0.0
642,520,0.0
642,559,0.0
642,842,0.0
642,695,0.0
642,1025,0.0
642,1035,0.0
559,231,1.0
559,275,1.0
559,520,0.19999999999999996
559,842,1.0
559,695,1.0
559,1025,0.694444444444444
842,231,1.0
842,275,1.0
842,520,0.19999999999999996
842,695,1.0
842,1025,0.694444444444444
842,1035,0.44999999999999996
275,520,0.19999999999999996
275,695,1.0
275,231,1.0
695,520,0.19999999999999996
695,75,1.0
695,377,0.33333333333333304
231,1025,0.694444444444444
231,1035,0.44999999999999996
231,305,0.33333333333333304
1025,305,0.23148148148148112
1025,1035,0.3124999999999998
1025,1064,0.13888888888888876
14,835,0.461538461538462
14,19,1.0
14,511,0.666666666666667
14,683,0.818181818181818
14,1009,0.714285714285714
14,325,0.0
14,24,0.125
14,21,0.8
14,382,0.0
14,312,0.5
14,605,1.0
14,886,0.6923076923076921
14,316,0.33333333333333304
14,296,0.16666666666666696
14,83,0.0
14,85,0.357142857142857
14,548,0.25
835,19,0.461538461538462
835,21,0.36923076923076964
835,24,0.05769230769230775
835,83,0.0
835,85,0.16483516483516494
835,223,0.2769230769230772
835,296,0.07692307692307714
835,312,0.230769230769231
835,325,0.0
835,382,0.0
835,511,0.30769230769230815
835,605,0.461538461538462
835,683,0.37762237762237794
835,1009,0.3296703296703299
835,886,0.3195266272189351
835,1024,0.20192307692307712
19,511,0.666666666666667
19,24,0.125
19,1009,0.714285714285714
19,886,0.6923076923076921
19,605,1.0
19,683,0.818181818181818
19,21,0.8
19,325,0.0
19,312,0.5
19,1073,0.375
19,382,0.0
19,316,0.33333333333333304
19,83,0.0
19,212,0.55
511,24,0.08333333333333337
511,212,0.36666666666666686
511,1009,0.47619047619047616
511,886,0.46153846153846156
511,605,0.666666666666667
511,683,0.5454545454545456
511,1073,0.2500000000000001
511,21,0.5333333333333335
511,325,0.0
511,312,0.3333333333333335
511,83,0.0
511,85,0.23809523809523808
683,83,0.0
683,85,0.292207792207792
683,215,0.409090909090909
683,223,0.4909090909090908
683,308,0.0
683,382,0.0
683,605,0.818181818181818
683,1024,0.35795454545454536
683,1009,0.584415584415584
683,886,0.5664335664335661
1009,24,0.08928571428571425
1009,83,0.0
1009,85,0.2551020408163263
1009,212,0.39285714285714274
1009,605,0.714285714285714
1009,886,0.49450549450549414
1009,1004,0.4699248120300748
1009,1073,0.26785714285714274
1009,21,0.5714285714285712
1009,325,0.0
325,15,0.0
325,17,0.0
325,21,0.0
325,24,0.0
325,205,0.0
325,257,0.0
325,296,0.0
325,312,0.0
325,316,0.0
325,347,0.0
325,548,0.0
325,530,0.0
325,382,0.0
325,503,0.0
325,1073,0.0
24,21,0.1
24,23,0.125
24,1073,0.046875
24,886,0.08653846153846151
24,605,0.125
24,312,0.0625
24,1023,0.08125
24,316,0.04166666666666663
24,530,0.04166666666666663
24,212,0.06875
24,347,0.02083333333333337
24,393,0.125
21,17,0.8
21,312,0.4
21,316,0.26666666666666644
21,347,0.13333333333333358
21,548,0.2
21,530,0.26666666666666644
21,382,0.0
21,503,0.4
21,205,0.22857142857142884
21,296,0.13333333333333358
21,257,0.13333333333333358
21,1073,0.30000000000000004
21,886,0.5538461538461537
21,1023,0.52
382,215,0.0
382,296,0.0
382,312,0.0
382,316,0.0
382,347,0.0
382,887,0.0
382,548,0.0
382,1024,0.0
312,15,0.5
312,17,0.5
312,205,0.14285714285714302
312,257,0.08333333333333348
312,296,0.08333333333333348
312,316,0.16666666666666652
312,347,0.08333333333333348
312,548,0.125
312,530,0.16666666666666652
312,503,0.25
312,1073,0.1875
312,1023,0.325
605,83,0.0
605,85,0.357142857142857
605,212,0.55
605,886,0.6923076923076921
605,1004,0.657894736842105
605,223,0.6
886,212,0.3807692307692307
886,1073,0.2596153846153845
886,85,0.24725274725274707
886,83,0.0
886,1004,0.45546558704453405
316,15,0.33333333333333304
316,17,0.33333333333333304
316,205,0.09523809523809526
316,257,0.05555555555555561
316,296,0.05555555555555561
316,347,0.05555555555555561
316,548,0.08333333333333326
316,530,0.11111111111111091
316,503,0.16666666666666652
316,1073,0.12499999999999989
316,1067,0.13888888888888887
296,15,0.16666666666666696
296,215,0.08333333333333348
296,887,0.16666666666666696
296,548,0.04166666666666674
296,936,0.05833333333333343
296,347,0.027777777777777877
83,85,0.0
83,223,0.0
83,1024,0.0
83,308,0.0
83,476,0.0
83,1159,0.0
83,309,0.0
83,215,0.0
83,515,0.0
83,517,0.0
83,383,0.0
83,1004,0.0
15,1067,0.41666666666666696
15,20,0.25
15,548,0.25
15,17,1.0
15,936,0.35
15,1080,0.0
15,257,0.16666666666666696
15,347,0.16666666666666696
15,457,0.14285714285714302
15,205,0.28571428571428603
15,220,1.0
15,503,0.5
15,530,0.33333333333333304
15,551,1.0
15,743,0.722222222222222
1067,17,0.41666666666666696
1067,20,0.10416666666666674
1067,44,0.41666666666666696
1067,220,0.41666666666666696
1067,257,0.06944444444444461
1067,347,0.06944444444444461
1067,457,0.05952380952380963
1067,548,0.10416666666666674
1067,551,0.41666666666666696
1067,743,0.30092592592592604
1067,936,0.14583333333333343
1067,1080,0.0
20,17,0.25
20,1080,0.0
20,457,0.035714285714285754
20,743,0.1805555555555555
20,551,0.25
20,220,0.25
20,257,0.04166666666666674
20,548,0.0625
20,44,0.25
20,936,0.0875
20,347,0.04166666666666674
20,530,0.08333333333333326
548,17,0.25
548,205,0.07142857142857151
548,257,0.04166666666666674
548,347,0.04166666666666674
548,503,0.125
548,530,0.08333333333333326
548,1073,0.09375
548,743,0.1805555555555555
17,257,0.16666666666666696
17,347,0.16666666666666696
17,530,0.33333333333333304
17,503,0.5
17,205,0.28571428571428603
17,743,0.722222222222222
17,179,0.0
17,457,0.14285714285714302
936,44,0.35
936,510,0.0
936,782,0.24999999999999986
936,821,0.12249999999999998
936,1088,0.175
936,976,0.16333333333333344
936,1144,0.0
936,64,0.04375
936,1080,0.0
1080,44,0.0
1080,220,0.0
1080,457,0.0
1080,551,0.0
1080,743,0.0
1080,821,0.0
1080,976,0.0
1080,624,0.0
1080,625,0.0
1080,78,0.0
257,179,0.0
257,205,0.047619047619047755
257,503,0.08333333333333348
257,530,0.05555555555555561
257,347,0.027777777777777877
257,743,0.12037037037037054
257,393,0.16666666666666696
257,457,0.023809523809523878
257,1023,0.10833333333333353
347,179,0.0
347,205,0.047619047619047755
347,530,0.05555555555555561
347,503,0.08333333333333348
347,1073,0.06250000000000011
347,393,0.16666666666666696
347,1023,0.10833333333333353
457,220,0.14285714285714302
457,551,0.14285714285714302
457,743,0.10317460317460325
457,625,0.14285714285714302
457,624,0.07142857142857151
457,78,0.04285714285714291
457,44,0.14285714285714302
457,637,0.0
16,22,0.0
16,888,0.0
16,326,0.0
16,18,0.0
16,409,0.0
16,221,0.0
16,649,0.0
16,836,0.0
16,1146,0.0
16,79,0.0
16,28,0.0
16,33,0.0
16,26,0.0
16,971,0.0
16,342,0.0
16,817,0.0
16,188,0.0
16,314,0.0
16,315,0.0
16,702,0.0
22,18,0.0
22,888,0.0
22,221,0.0
22,1146,0.0
22,836,0.0
22,28,0.0
22,326,0.0
22,33,0.0
22,26,0.0
22,971,0.0
22,922,0.0
22,409,0.0
22,315,0.0
22,314,0.0
22,702,0.0
22,342,0.0
22,79,0.0
22,649,0.0
22,1115,0.0
888,18,0.0
888,26,0.0
888,28,0.0
888,33,0.0
888,221,0.0
888,268,0.0
888,326,0.0
888,342,0.0
888,362,0.0
888,409,0.0
888,649,0.0
888,725,0.0
888,788,0.0
888,817,0.0
888,836,0.0
888,1146,0.0
888,260,0.0
888,1089,0.0
888,1093,0.0
326,18,0.0
326,28,0.666666666666667
326,221,0.0
326,265,0.13333333333333336
326,268,0.13333333333333336
326,320,0.16666666666666674
326,342,0.666666666666667
326,649,0.0
326,817,0.666666666666667
326,788,0.0
326,1089,0.0
326,26,0.666666666666667
326,409,0.22222222222222213
326,882,0.0
326,725,0.047619047619047325
326,974,0.3478260869565221
18,221,0.0
18,28,0.0
18,26,0.0
18,1146,0.0
18,342,0.0
18,362,0.0
18,922,0.0
18,33,0.0
18,25,0.0
18,260,0.0
18,836,0.0
18,1093,0.0
18,268,0.0
18,725,0.0
18,567,0.0
18,971,0.0
18,1115,0.0
409,79,0.26388888888888873
409,188,0.33333333333333304
409,649,0.0
409,775,0.05555555555555561
409,587,0.16666666666666652
409,1135,0.0
409,1116,0.0
409,656,0.0666666666666666
409,817,0.33333333333333304
409,974,0.1739130434782608
409,1104,0.0
409,574,0.0
409,804,0.33333333333333304
409,991,0.06060606060606061
409,1007,0.07142857142857126
409,1090,0.0
221,26,0.0
221,28,0.0
221,33,0.0
221,342,0.0
221,362,0.0
221,268,0.0
221,260,0.0
221,725,0.0
221,1093,0.0
221,1146,0.0
221,922,0.0
221,25,0.0
221,321,0.0
221,265,0.0
221,836,0.0
221,971,0.0
649,79,0.0
649,188,0.0
649,587,0.0
649,817,0.0
649,974,0.0
649,788,0.0
649,804,0.0
649,775,0.0
649,1089,0.0
649,882,0.0
836,25,0.8
836,33,0.4266666666666664
836,270,0.0
836,314,0.26666666666666644
836,315,0.0
836,650,0.0
836,702,0.5333333333333335
836,971,0.8
836,1146,0.0
836,1115,0.1
836,922,0.15999999999999998
836,26,0.8
836,28,0.8
1146,25,0.0
1146,26,0.0
1146,28,0.0
1146,33,0.0
1146,270,0.0
1146,284,0.0
1146,314,0.0
1146,315,0.0
1146,650,0.0
1146,702,0.0
1146,922,0.0
1146,971,0.0
1146,1115,0.0
1146,30,0.0
79,1135,0.0
79,1116,0.0
79,775,0.13194444444444473
79,587,0.3958333333333335
79,188,0.791666666666667
79,656,0.15833333333333335
79,1104,0.0
79,574,0.0
79,1090,0.0
79,1007,0.16964285714285696
79,991,0.14393939393939412
79,80,0.23750000000000013
79,804,0.791666666666667
28,25,1.0
28,26,1.0
28,362,0.5
28,342,1.0
28,260,0.0
28,1093,0.0
28,725,0.07142857142857095
28,268,0.19999999999999996
28,922,0.19999999999999996
28,321,0.6
28,33,0.533333333333333
28,265,0.19999999999999996
28,567,1.0
28,763,0.44999999999999996
28,818,1.0
28,971,1.0
33,25,0.533333333333333
33,26,0.533333333333333
33,30,0.533333333333333
33,971,0.533333333333333
33,922,0.10666666666666658
33,1115,0.06666666666666662
33,314,0.1777777777777775
33,315,0.0
33,702,0.3555555555555555
33,270,0.0
33,650,0.0
33,284,0.0
26,25,1.0
26,362,0.5
26,922,0.19999999999999996
26,260,0.0
26,1093,0.0
26,725,0.07142857142857095
26,30,1.0
26,342,1.0
26,1115,0.125
26,567,1.0
26,321,0.6
26,818,1.0
26,971,1.0
971,25,1.0
971,270,0.0
971,284,0.0
971,314,0.33333333333333304
971,315,0.0
971,650,0.0
971,702,0.666666666666667
971,766,0.538461538461538
971,922,0.19999999999999996
971,1115,0.125
342,53,1.0
342,260,0.0
