source,target,weight
1128.0,1614.0,0.11249999999999999
1128.0,1449.0,0.1875
1128.0,1362.0,0.140625
1128.0,1473.0,0.0703125
1128.0,2143.0,0.1875
1128.0,1763.0,0.11249999999999999
1128.0,1929.0,0.1875
1128.0,3099.0,0.1359375
1128.0,996.0,0.062499999999999944
2539.0,340.0,0.013071895424836548
2539.0,344.0,0.117647058823529
2539.0,530.0,0.09558823529411731
2539.0,934.0,0.117647058823529
2539.0,950.0,0.07843137254901937
2539.0,996.0,0.03921568627450963
2539.0,998.0,0.03921568627450963
2539.0,1050.0,0.052287581699346164
2539.0,1362.0,0.08823529411764675
2539.0,1449.0,0.117647058823529
2539.0,1473.0,0.04411764705882337
2539.0,1614.0,0.0705882352941174
2539.0,1763.0,0.0705882352941174
2539.0,1887.0,0.042352941176470434
2539.0,1929.0,0.117647058823529
2539.0,1933.0,0.06274509803921542
2539.0,2143.0,0.117647058823529
2539.0,3099.0,0.08529411764705852
338.0,2701.0,0.0
338.0,2071.0,0.04999999999999999
338.0,2983.0,0.125
338.0,766.0,0.04166666666666674
338.0,1813.0,0.2375
338.0,1588.0,0.25
338.0,2979.0,0.0
338.0,2011.0,0.125
2071.0,312.0,0.13636363636363638
2071.0,766.0,0.03333333333333339
2071.0,1020.0,0.0
2071.0,1022.0,0.0
2071.0,1588.0,0.19999999999999996
2071.0,1813.0,0.18999999999999995
2071.0,2983.0,0.09999999999999998
2071.0,2701.0,0.0
2071.0,2349.0,0.16999999999999996
2071.0,2979.0,0.0
2071.0,352.0,0.0
2071.0,2445.0,0.0666666666666666
2071.0,2585.0,0.14285714285714277
1449.0,332.0,0.571428571428571
1449.0,350.0,1.0
1449.0,794.0,0.833333333333333
1449.0,822.0,0.0
1449.0,824.0,0.0
1449.0,826.0,0.0
1449.0,992.0,1.0
1449.0,1050.0,0.444444444444444
1449.0,1102.0,1.0
1449.0,1362.0,0.75
1449.0,1473.0,0.375
1449.0,1933.0,0.533333333333333
1449.0,2143.0,1.0
1449.0,1608.0,0.375
1449.0,340.0,0.11111111111111105
1449.0,1614.0,0.6
344.0,340.0,0.11111111111111105
344.0,1887.0,0.36
344.0,1614.0,0.6
344.0,1933.0,0.533333333333333
344.0,1929.0,1.0
344.0,950.0,0.666666666666667
344.0,3099.0,0.725
344.0,1763.0,0.6
344.0,996.0,0.33333333333333304
344.0,998.0,0.33333333333333304
344.0,934.0,1.0
344.0,1050.0,0.444444444444444
344.0,1362.0,0.75
344.0,530.0,0.8125
344.0,1638.0,0.10416666666666696
344.0,1606.0,0.125
344.0,2143.0,1.0
344.0,1098.0,0.055555555555556024
344.0,432.0,0.09999999999999998
344.0,1927.0,0.5
2983.0,312.0,0.340909090909091
2983.0,352.0,0.0
2983.0,362.0,0.0625
2983.0,766.0,0.08333333333333348
2983.0,1020.0,0.0
2983.0,1022.0,0.0
2983.0,1588.0,0.5
2983.0,1813.0,0.475
2983.0,2349.0,0.425
2983.0,2445.0,0.16666666666666652
2983.0,2585.0,0.357142857142857
2983.0,2701.0,0.0
2983.0,2979.0,0.0
2983.0,2443.0,0.230769230769231
354.0,312.0,0.1704545454545455
354.0,352.0,0.0
354.0,3077.0,0.0
354.0,1911.0,0.25
354.0,2893.0,0.20833333333333326
354.0,2443.0,0.1153846153846155
354.0,754.0,0.0
354.0,2427.0,0.06818181818181826
354.0,1871.0,0.03125
354.0,510.0,0.2
354.0,1198.0,0.10714285714285726
354.0,996.0,0.08333333333333326
354.0,998.0,0.08333333333333326
354.0,2831.0,0.05769230769230774
354.0,950.0,0.16666666666666674
354.0,690.0,0.08333333333333326
354.0,2349.0,0.2125
354.0,2813.0,0.25
354.0,1813.0,0.2375
2443.0,312.0,0.3146853146853151
2443.0,352.0,0.0
2443.0,754.0,0.0
2443.0,766.0,0.07692307692307714
2443.0,1236.0,0.08653846153846162
2443.0,1813.0,0.4384615384615389
2443.0,1871.0,0.05769230769230775
2443.0,1911.0,0.461538461538462
2443.0,2349.0,0.3923076923076927
2443.0,2893.0,0.38461538461538486
2443.0,3077.0,0.0
2443.0,2427.0,0.12587412587412614
2443.0,2831.0,0.10650887573964517
2443.0,3013.0,0.230769230769231
2443.0,3011.0,0.0
2443.0,690.0,0.15384615384615385
2443.0,688.0,0.0
42.0,334.0,0.833333333333333
42.0,326.0,0.7291666666666664
42.0,1795.0,0.7142857142857139
42.0,2379.0,0.027777777777777485
42.0,2593.0,0.48076923076923067
42.0,1931.0,0.833333333333333
42.0,2511.0,0.833333333333333
42.0,2715.0,0.4999999999999998
42.0,2997.0,0.0
42.0,2221.0,0.708333333333333
42.0,894.0,0.833333333333333
42.0,50.0,0.6249999999999998
42.0,62.0,0.0
42.0,3031.0,0.0
42.0,1256.0,0.16666666666666657
42.0,2881.0,0.608974358974359
42.0,2973.0,0.0
42.0,48.0,0.08333333333333329
42.0,2323.0,0.833333333333333
42.0,66.0,0.4166666666666665
42.0,696.0,0.833333333333333
42.0,1672.0,0.0
42.0,1863.0,0.833333333333333
334.0,48.0,0.09999999999999998
334.0,50.0,0.75
334.0,62.0,0.0
334.0,66.0,0.5
334.0,326.0,0.875
334.0,2379.0,0.03333333333333299
334.0,1795.0,0.857142857142857
334.0,2593.0,0.576923076923077
334.0,1931.0,1.0
334.0,2511.0,1.0
334.0,2715.0,0.6
334.0,2997.0,0.0
334.0,2221.0,0.85
334.0,894.0,1.0
334.0,3031.0,0.0
334.0,1256.0,0.19999999999999996
334.0,2881.0,0.7307692307692311
334.0,2973.0,0.0
334.0,2323.0,1.0
334.0,696.0,1.0
334.0,718.0,0.0
334.0,1672.0,0.0
334.0,1863.0,1.0
326.0,50.0,0.65625
326.0,66.0,0.4375
326.0,1931.0,0.875
326.0,2379.0,0.02916666666666637
326.0,2715.0,0.525
326.0,1795.0,0.7499999999999999
326.0,2593.0,0.5048076923076924
326.0,2511.0,0.875
326.0,1256.0,0.17499999999999996
326.0,2997.0,0.0
326.0,2221.0,0.74375
326.0,2323.0,0.875
326.0,894.0,0.875
326.0,3031.0,0.0
326.0,696.0,0.875
326.0,62.0,0.0
326.0,1672.0,0.0
326.0,1406.0,0.875
326.0,2325.0,0.875
1795.0,50.0,0.6428571428571428
1795.0,62.0,0.0
1795.0,66.0,0.4285714285714285
1795.0,696.0,0.857142857142857
1795.0,894.0,0.857142857142857
1795.0,1256.0,0.17142857142857135
1795.0,1672.0,0.0
1795.0,2593.0,0.49450549450549447
1795.0,2997.0,0.0
1795.0,2221.0,0.7285714285714284
1795.0,2511.0,0.857142857142857
1795.0,1931.0,0.857142857142857
1795.0,2881.0,0.6263736263736265
1795.0,2379.0,0.028571428571428276
1795.0,2973.0,0.0
1795.0,2715.0,0.5142857142857141
1795.0,3031.0,0.0
1795.0,348.0,0.0
1795.0,356.0,0.10714285714285712
1795.0,434.0,0.857142857142857
1795.0,214.0,0.0
1795.0,2323.0,0.857142857142857
2379.0,48.0,0.0033333333333332984
2379.0,50.0,0.024999999999999745
2379.0,62.0,0.0
2379.0,66.0,0.016666666666666496
2379.0,718.0,0.0
2379.0,894.0,0.03333333333333299
2379.0,1418.0,0.0
2379.0,1863.0,0.03333333333333299
2379.0,1931.0,0.03333333333333299
2379.0,2221.0,0.028333333333333044
2379.0,2323.0,0.03333333333333299
2379.0,3031.0,0.0
2379.0,2511.0,0.03333333333333299
2379.0,2997.0,0.0
2379.0,2593.0,0.019230769230769038
2379.0,2715.0,0.019999999999999796
2379.0,2881.0,0.02435897435897412
2379.0,1256.0,0.006666666666666597
2593.0,50.0,0.4326923076923077
2593.0,62.0,0.0
2593.0,66.0,0.2884615384615385
2593.0,348.0,0.0
2593.0,894.0,0.576923076923077
2593.0,1256.0,0.11538461538461538
2593.0,1931.0,0.576923076923077
2593.0,2221.0,0.4903846153846154
2593.0,2511.0,0.576923076923077
2593.0,2997.0,0.0
2593.0,2881.0,0.4215976331360949
2593.0,2973.0,0.0
2593.0,2715.0,0.3461538461538462
2593.0,434.0,0.576923076923077
2593.0,356.0,0.07211538461538462
2593.0,214.0,0.0
2593.0,2497.0,0.4326923076923077
2593.0,324.0,0.23504273504273482
1931.0,66.0,0.5
1931.0,604.0,1.0
1931.0,696.0,1.0
1931.0,1256.0,0.19999999999999996
1931.0,1406.0,1.0
1931.0,1672.0,0.0
1931.0,1781.0,1.0
1931.0,2715.0,0.6
1931.0,2323.0,1.0
1931.0,2325.0,1.0
1931.0,2973.0,0.0
1931.0,2997.0,0.0
1931.0,2511.0,1.0
1931.0,2221.0,0.85
1931.0,2881.0,0.7307692307692311
2511.0,48.0,0.09999999999999998
2511.0,50.0,0.75
2511.0,62.0,0.0
2511.0,336.0,0.0
2511.0,348.0,0.0
2511.0,356.0,0.125
2511.0,718.0,0.0
2511.0,894.0,1.0
2511.0,1170.0,1.0
2511.0,1610.0,0.625
2511.0,1863.0,1.0
2511.0,2221.0,0.85
2511.0,2997.0,0.0
2511.0,3031.0,0.0
2511.0,2881.0,0.7307692307692311
2511.0,2647.0,0.75
2511.0,2549.0,0.8
2511.0,2801.0,0.38749999999999996
2511.0,2715.0,0.6
2715.0,66.0,0.3
2715.0,604.0,0.6
2715.0,696.0,0.6
2715.0,1256.0,0.11999999999999997
2715.0,1406.0,0.6
2715.0,1672.0,0.0
2715.0,1781.0,0.6
2715.0,2323.0,0.6
2715.0,2325.0,0.6
2715.0,2973.0,0.0
2715.0,2997.0,0.0
2715.0,2221.0,0.51
2715.0,2795.0,0.41666666666666635
2715.0,2817.0,0.26999999999999996
2997.0,48.0,0.0
2997.0,50.0,0.0
2997.0,62.0,0.0
2997.0,336.0,0.0
2997.0,348.0,0.0
2997.0,356.0,0.0
2997.0,718.0,0.0
2997.0,894.0,0.0
2997.0,1170.0,0.0
2997.0,1610.0,0.0
2997.0,1863.0,0.0
2997.0,2221.0,0.0
2997.0,2549.0,0.0
2997.0,2647.0,0.0
2997.0,2801.0,0.0
2997.0,2881.0,0.0
2997.0,2973.0,0.0
2997.0,3031.0,0.0
2997.0,1765.0,0.0
2997.0,324.0,0.0
2221.0,50.0,0.6375
2221.0,62.0,0.0
2221.0,336.0,0.0
2221.0,348.0,0.0
2221.0,356.0,0.10625
2221.0,718.0,0.0
2221.0,894.0,0.85
2221.0,1170.0,0.85
2221.0,1610.0,0.53125
2221.0,1863.0,0.85
2221.0,2881.0,0.6211538461538464
2221.0,3031.0,0.0
2221.0,1765.0,0.8371212121212122
2221.0,2973.0,0.0
2221.0,324.0,0.34629629629629594
2221.0,1646.0,0.7014563106796117
2221.0,328.0,0.85
2221.0,2549.0,0.68
2221.0,2647.0,0.6375
2221.0,2801.0,0.329375
894.0,48.0,0.09999999999999998
894.0,50.0,0.75
894.0,62.0,0.0
894.0,336.0,0.0
894.0,348.0,0.0
894.0,356.0,0.125
894.0,718.0,0.0
894.0,3031.0,0.0
894.0,1863.0,1.0
894.0,2881.0,0.7307692307692311
894.0,1170.0,1.0
894.0,2647.0,0.75
894.0,2549.0,0.8
894.0,2801.0,0.38749999999999996
894.0,1610.0,0.625
50.0,48.0,0.07499999999999998
50.0,3031.0,0.0
50.0,718.0,0.0
50.0,1863.0,0.75
50.0,1610.0,0.46875
50.0,62.0,0.0
50.0,2801.0,0.29062499999999997
50.0,336.0,0.0
50.0,1170.0,0.75
50.0,1418.0,0.0
50.0,2549.0,0.6000000000000001
50.0,2647.0,0.5625
62.0,348.0,0.0
62.0,356.0,0.0
62.0,2881.0,0.0
62.0,1765.0,0.0
62.0,1863.0,0.0
62.0,3031.0,0.0
62.0,336.0,0.0
62.0,1170.0,0.0
62.0,1646.0,0.0
62.0,324.0,0.0
62.0,2647.0,0.0
62.0,2549.0,0.0
62.0,328.0,0.0
62.0,718.0,0.0
62.0,1610.0,0.0
62.0,2801.0,0.0
3031.0,48.0,0.0
3031.0,336.0,0.0
3031.0,348.0,0.0
3031.0,718.0,0.0
3031.0,1170.0,0.0
3031.0,1418.0,0.0
3031.0,1610.0,0.0
3031.0,1863.0,0.0
3031.0,2549.0,0.0
3031.0,2647.0,0.0
3031.0,2801.0,0.0
1256.0,66.0,0.09999999999999998
1256.0,604.0,0.19999999999999996
1256.0,696.0,0.19999999999999996
1256.0,1672.0,0.0
1256.0,1406.0,0.19999999999999996
1256.0,2325.0,0.19999999999999996
1256.0,1781.0,0.19999999999999996
1256.0,2323.0,0.19999999999999996
1256.0,2973.0,0.0
1256.0,214.0,0.0
1256.0,2497.0,0.14999999999999997
1256.0,506.0,0.19999999999999996
1256.0,772.0,0.0
2881.0,324.0,0.2977207977207975
2881.0,328.0,0.7307692307692311
2881.0,348.0,0.0
2881.0,356.0,0.09134615384615388
2881.0,430.0,0.36538461538461553
2881.0,434.0,0.7307692307692311
2881.0,1646.0,0.6030619865571325
2881.0,1765.0,0.7196969696969701
2881.0,1767.0,0.7307692307692311
2881.0,2973.0,0.0
2881.0,436.0,0.7307692307692311
2881.0,214.0,0.0
2973.0,164.0,0.0
2973.0,214.0,0.0
2973.0,324.0,0.0
2973.0,430.0,0.0
2973.0,434.0,0.0
2973.0,2497.0,0.0
2973.0,2921.0,0.0
2973.0,1640.0,0.0
2973.0,1634.0,0.0
2973.0,772.0,0.0
2973.0,1670.0,0.0
2973.0,162.0,0.0
2973.0,496.0,0.0
48.0,718.0,0.0
48.0,1863.0,0.09999999999999998
48.0,1610.0,0.062499999999999986
48.0,2801.0,0.038749999999999986
48.0,336.0,0.0
48.0,2647.0,0.07499999999999998
48.0,1170.0,0.09999999999999998
48.0,2549.0,0.07999999999999999
48.0,1418.0,0.0
2323.0,66.0,0.5
2323.0,604.0,1.0
2323.0,696.0,1.0
2323.0,1406.0,1.0
2323.0,1672.0,0.0
2323.0,1781.0,1.0
2323.0,2325.0,1.0
2323.0,2817.0,0.44999999999999996
2323.0,2795.0,0.694444444444444
2323.0,756.0,0.33333333333333304
66.0,1672.0,0.0
66.0,1406.0,0.5
66.0,2325.0,0.5
66.0,696.0,0.5
66.0,1781.0,0.5
66.0,604.0,0.5
66.0,2795.0,0.347222222222222
66.0,2817.0,0.22499999999999998
44.0,2847.0,0.4875896304467735
44.0,2017.0,0.35135135135135154
44.0,2895.0,0.6525096525096532
44.0,1825.0,0.7027027027027031
44.0,1042.0,0.35135135135135154
44.0,710.0,0.0
44.0,1098.0,0.03903903903903939
44.0,1100.0,0.35135135135135154
44.0,436.0,0.7027027027027031
44.0,2559.0,0.07027027027027029
44.0,1638.0,0.07319819819819845
44.0,1767.0,0.7027027027027031
44.0,328.0,0.7027027027027031
44.0,430.0,0.35135135135135154
44.0,1646.0,0.5799002886381531
44.0,64.0,0.31231231231231216
44.0,3099.0,0.5094594594594597
44.0,324.0,0.28628628628628616
44.0,1929.0,0.7027027027027031
44.0,1606.0,0.08783783783783788
44.0,1072.0,0.6148648648648651
44.0,1763.0,0.4216216216216218
44.0,2401.0,0.35135135135135154
44.0,1765.0,0.6920556920556925
44.0,748.0,0.11711711711711739
44.0,432.0,0.07027027027027029
44.0,1168.0,0.16534181240063614
44.0,1142.0,0.35135135135135154
44.0,934.0,0.7027027027027031
44.0,1977.0,0.7027027027027031
2847.0,64.0,0.30839002267573656
2847.0,324.0,0.28269085411942524
2847.0,328.0,0.693877551020408
2847.0,430.0,0.346938775510204
2847.0,432.0,0.06938775510204079
2847.0,436.0,0.693877551020408
2847.0,530.0,0.5637755102040816
2847.0,710.0,0.0
2847.0,748.0,0.11564625850340154
2847.0,934.0,0.693877551020408
2847.0,1042.0,0.346938775510204
2847.0,1072.0,0.607142857142857
2847.0,1098.0,0.03854875283446744
2847.0,1100.0,0.346938775510204
2847.0,1142.0,0.346938775510204
2847.0,1168.0,0.16326530612244908
2847.0,1606.0,0.086734693877551
2847.0,1638.0,0.07227891156462604
2847.0,1646.0,0.5726173964731524
2847.0,1763.0,0.41632653061224484
2847.0,1765.0,0.6833642547928261
2847.0,1767.0,0.693877551020408
2847.0,1825.0,0.693877551020408
2847.0,1927.0,0.346938775510204
2847.0,1929.0,0.693877551020408
2847.0,1977.0,0.693877551020408
2847.0,2017.0,0.346938775510204
2847.0,2401.0,0.346938775510204
2847.0,2559.0,0.06938775510204079
2847.0,2845.0,0.32653061224489816
2847.0,2895.0,0.6443148688046649
2847.0,3099.0,0.5030612244897958
2017.0,64.0,0.222222222222222
2017.0,324.0,0.2037037037037035
2017.0,328.0,0.5
2017.0,430.0,0.25
2017.0,436.0,0.5
2017.0,710.0,0.0
2017.0,748.0,0.08333333333333348
2017.0,1042.0,0.25
2017.0,1072.0,0.4375
2017.0,1098.0,0.027777777777778012
2017.0,1100.0,0.25
2017.0,1168.0,0.1176470588235295
2017.0,1606.0,0.0625
2017.0,1638.0,0.05208333333333348
2017.0,1646.0,0.412621359223301
2017.0,1765.0,0.4924242424242425
2017.0,1767.0,0.5
2017.0,1825.0,0.5
2017.0,2895.0,0.4642857142857145
2017.0,2559.0,0.04999999999999999
2017.0,3099.0,0.3625
2017.0,2215.0,0.025000000000000022
2017.0,1929.0,0.5
2017.0,1763.0,0.3
2017.0,432.0,0.04999999999999999
2017.0,2401.0,0.25
2895.0,64.0,0.41269841269841245
2895.0,324.0,0.3783068783068781
2895.0,328.0,0.928571428571429
2895.0,430.0,0.4642857142857145
2895.0,432.0,0.09285714285714289
2895.0,436.0,0.928571428571429
2895.0,710.0,0.0
2895.0,748.0,0.15476190476190513
2895.0,1042.0,0.4642857142857145
2895.0,1072.0,0.8125000000000004
2895.0,1098.0,0.05158730158730205
2895.0,1100.0,0.4642857142857145
2895.0,1606.0,0.11607142857142863
2895.0,1638.0,0.0967261904761908
2895.0,1646.0,0.7662968099861308
2895.0,1763.0,0.5571428571428574
2895.0,1765.0,0.914502164502165
2895.0,1767.0,0.928571428571429
2895.0,1825.0,0.928571428571429
2895.0,2215.0,0.04642857142857149
2895.0,2401.0,0.4642857142857145
2895.0,2559.0,0.09285714285714289
2895.0,3099.0,0.673214285714286
2895.0,1929.0,0.928571428571429
2895.0,1168.0,0.21848739495798344
1825.0,64.0,0.444444444444444
1825.0,324.0,0.407407407407407
1825.0,328.0,1.0
1825.0,430.0,0.5
1825.0,432.0,0.09999999999999998
1825.0,436.0,1.0
1825.0,710.0,0.0
1825.0,1042.0,0.5
1825.0,1072.0,0.875
1825.0,1098.0,0.055555555555556024
1825.0,1100.0,0.5
1825.0,1168.0,0.235294117647059
1825.0,1606.0,0.125
1825.0,1638.0,0.10416666666666696
1825.0,1646.0,0.825242718446602
1825.0,1763.0,0.6
1825.0,1765.0,0.984848484848485
1825.0,1767.0,1.0
1825.0,2559.0,0.09999999999999998
1825.0,3099.0,0.725
1825.0,2215.0,0.050000000000000044
1825.0,1929.0,1.0
1825.0,2401.0,0.5
1825.0,748.0,0.16666666666666696
1042.0,60.0,0.11538461538461547
1042.0,64.0,0.222222222222222
1042.0,324.0,0.2037037037037035
1042.0,328.0,0.5
1042.0,340.0,0.055555555555555525
1042.0,430.0,0.25
1042.0,432.0,0.04999999999999999
1042.0,436.0,0.5
1042.0,474.0,0.4
1042.0,530.0,0.40625
1042.0,710.0,0.0
1042.0,748.0,0.08333333333333348
1042.0,934.0,0.5
1042.0,950.0,0.3333333333333335
1042.0,996.0,0.16666666666666652
1042.0,998.0,0.16666666666666652
1042.0,1098.0,0.027777777777778012
1042.0,1638.0,0.05208333333333348
1042.0,1100.0,0.25
1042.0,2559.0,0.04999999999999999
1042.0,1929.0,0.5
1042.0,3099.0,0.3625
1042.0,1763.0,0.3
1042.0,1606.0,0.0625
1042.0,1072.0,0.4375
1042.0,1767.0,0.5
1042.0,1646.0,0.412621359223301
1042.0,2401.0,0.25
1042.0,1887.0,0.18
1042.0,1050.0,0.222222222222222
1042.0,1142.0,0.25
1042.0,1362.0,0.375
1042.0,1614.0,0.3
1042.0,1927.0,0.25
1042.0,2845.0,0.235294117647059
710.0,64.0,0.0
710.0,324.0,0.0
710.0,328.0,0.0
710.0,340.0,0.0
710.0,430.0,0.0
710.0,432.0,0.0
710.0,436.0,0.0
710.0,474.0,0.0
710.0,2559.0,0.0
710.0,1100.0,0.0
710.0,1767.0,0.0
710.0,1646.0,0.0
710.0,1098.0,0.0
710.0,1072.0,0.0
710.0,1638.0,0.0
710.0,1765.0,0.0
710.0,1606.0,0.0
710.0,3099.0,0.0
710.0,1763.0,0.0
710.0,1929.0,0.0
710.0,1614.0,0.0
710.0,1463.0,0.0
710.0,1362.0,0.0
1098.0,64.0,0.02469135802469154
1098.0,328.0,0.055555555555556024
1098.0,340.0,0.006172839506172888
1098.0,430.0,0.027777777777778012
1098.0,432.0,0.005555555555555601
1098.0,436.0,0.055555555555556024
1098.0,474.0,0.04444444444444482
1098.0,530.0,0.04513888888888927
1098.0,748.0,0.009259259259259354
1098.0,934.0,0.055555555555556024
1098.0,950.0,0.03703703703703737
1098.0,996.0,0.01851851851851866
1098.0,998.0,0.01851851851851866
1098.0,1050.0,0.02469135802469154
1098.0,1072.0,0.04861111111111152
1098.0,1638.0,0.005787037037037103
1098.0,1100.0,0.027777777777778012
1098.0,3099.0,0.04027777777777811
1098.0,2559.0,0.005555555555555601
1098.0,1929.0,0.055555555555556024
1098.0,1763.0,0.03333333333333361
1098.0,1606.0,0.006944444444444503
1098.0,1614.0,0.03333333333333361
1098.0,1887.0,0.020000000000000167
1098.0,1767.0,0.055555555555556024
1098.0,1646.0,0.045846817691478275
1098.0,1362.0,0.04166666666666702
1098.0,1927.0,0.027777777777778012
1098.0,1933.0,0.02962962962962986
1100.0,64.0,0.222222222222222
1100.0,324.0,0.2037037037037035
1100.0,328.0,0.5
1100.0,340.0,0.055555555555555525
1100.0,430.0,0.25
1100.0,432.0,0.04999999999999999
1100.0,436.0,0.5
1100.0,474.0,0.4
1100.0,934.0,0.5
1100.0,1050.0,0.222222222222222
1100.0,1072.0,0.4375
1100.0,2559.0,0.04999999999999999
1100.0,1638.0,0.05208333333333348
1100.0,1606.0,0.0625
1100.0,3099.0,0.3625
1100.0,1763.0,0.3
1100.0,1929.0,0.5
1100.0,1767.0,0.5
1100.0,1646.0,0.412621359223301
1100.0,1614.0,0.3
1100.0,1765.0,0.4924242424242425
1100.0,1887.0,0.18
1100.0,1362.0,0.375
1100.0,1463.0,0.5
1100.0,1933.0,0.2666666666666665
1100.0,2143.0,0.5
436.0,324.0,0.407407407407407
436.0,328.0,1.0
436.0,430.0,0.5
436.0,434.0,1.0
436.0,1767.0,1.0
